2020-03-28,20185
2020-03-29,9184
2020-03-30,22268
2020-03-31,22333
2020-04-01,21808
2020-04-02,21198
2020-04-03,20238
2020-04-04,14628
2020-04-05,7806
2020-04-06,20196
2020-04-07,19045
2020-04-08,18660
2020-04-09,18241
2020-04-10,19829
2020-04-11,55
2020-04-12,27
2020-04-13,33224
2020-04-14,30204
2020-04-15,29861
2020-04-16,30195
2020-04-17,33147
2020-04-18,48
2020-04-19,19
2020-04-20,37331
2020-04-21,36260
2020-04-22,36975
2020-04-23,125
2020-04-24,82
2020-04-25,42
2020-04-26,34
2020-04-27,34905
2020-04-28,29432
2020-04-29,28190
2020-04-30,29909
2020-05-01,109
2020-05-02,59
2020-05-03,42
2020-05-04,33996
2020-05-05,30878
2020-05-06,30294
2020-05-07,29485
2020-05-08,30047
2020-05-09,97
2020-05-10,52
2020-05-11,38439
2020-05-12,34566
2020-05-13,33389
2020-05-14,33294
2020-05-15,41460
2020-05-16,97
2020-05-17,75
2020-05-18,321
2020-05-19,183
2020-05-20,46541
2020-05-21,39532
2020-05-22,41115
2020-05-23,223
2020-05-24,39
2020-05-25,40
2020-05-26,54
2020-05-27,43231
2020-05-28,40879
2020-05-29,45465
2020-05-30,215
2020-05-31,93
2020-06-01,57162
2020-06-02,50781
2020-06-03,57058
2020-06-04,51429
2020-06-05,58406
2020-06-06,41665
2020-06-07,29139
2020-06-08,58127
2020-06-09,55739
2020-06-10,66673
2020-06-11,61972
2020-06-12,63106
2020-06-13,49585
2020-06-14,42986
2020-06-15,73295
2020-06-16,67923
2020-06-17,67922
2020-06-18,64574
2020-06-19,64885
2020-06-20,29246
2020-06-21,38391
2020-06-22,77546
2020-06-23,72058
2020-06-24,71014
2020-06-25,70270
2020-06-26,73939
2020-06-27,39744
2020-06-28,20697
2020-06-29,82677
2020-06-30,76153
2020-07-01,78292
2020-07-02,76454
2020-07-03,75686
2020-07-04,64345
2020-07-05,44195
2020-07-06,83803
2020-07-07,79718
2020-07-08,77910
2020-07-09,78861
2020-07-10,80003
2020-07-11,67496
2020-07-12,47293
2020-07-13,85707
2020-07-14,81486
2020-07-15,66969
2020-07-16,82979
2020-07-17,82943
2020-07-18,67983
2020-07-19,47170
2020-07-20,87463
2020-07-21,85605
2020-07-22,86712
2020-07-23,84631
2020-07-24,84589
2020-07-25,77035
2020-07-26,53637
2020-07-27,91681
2020-07-28,87312
2020-07-29,89529
2020-07-30,69001
2020-07-31,43
2020-08-01,0
2020-08-02,4
2020-08-03,2
2020-08-04,86202
2020-08-05,86116
2020-08-06,83002
2020-08-07,81985
2020-08-08,69732
2020-08-09,50705
2020-08-10,89339
2020-08-11,84504
2020-08-12,84855
2020-08-13,81586
2020-08-14,79589
2020-08-15,69392
2020-08-16,50899
2020-08-17,85493
2020-08-18,82045
2020-08-19,79841
2020-08-20,77611
2020-08-21,75706
2020-08-22,63593
2020-08-23,45058
2020-08-24,81730
2020-08-25,78068
2020-08-26,76478
2020-08-27,74489
2020-08-28,74014
