2021-01-01,4400
2021-01-02,5177
2021-01-03,3908
2021-01-04,61286
2021-01-05,57214
2021-01-06,57381
2021-01-07,57125
2021-01-08,59153
2021-01-09,7503
2021-01-10,4117
2021-01-11,64832
2021-01-12,60898
2021-01-13,51522
2021-01-14,55473
2021-01-15,61346
2021-01-16,7669
2021-01-17,4222
2021-01-18,65275
2021-01-19,57865
2021-01-20,56890
2021-01-21,56948
2021-01-22,61090
2021-01-23,7981
2021-01-24,4618
2021-01-25,68027
2021-01-26,61717
2021-01-27,59729
2021-01-28,59836
2021-01-29,61356
2021-01-30,8474
2021-01-31,5426
2021-02-01,70780
2021-02-02,64499
2021-02-03,64480
2021-02-04,64232
2021-02-05,66948
2021-02-06,10712
2021-02-07,6716
2021-02-08,72900
2021-02-09,68617
2021-02-10,68626
2021-02-11,68495
2021-02-12,71034
2021-02-13,12470
2021-02-14,7711
2021-02-15,76740
2021-02-16,64905
2021-02-17,59945
2021-02-18,64692
2021-02-19,65991
2021-02-20,14756
2021-02-21,10148
2021-02-22,76708
2021-02-23,70398
2021-02-24,70592
2021-02-25,68713
2021-02-26,74911
2021-02-27,15331
2021-02-28,10517
2021-03-01,75048
2021-03-02,74807
2021-03-03,75253
2021-03-04,75780
2021-03-05,79745
2021-03-06,61785
2021-03-07,10072
2021-03-08,99244
2021-03-09,94606
2021-03-10,91454
2021-03-11,87804
2021-03-12,90351
2021-03-13,65926
2021-03-14,10502
2021-03-15,91370
2021-03-16,81607
2021-03-17,75916
2021-03-18,81255
2021-03-19,86507
2021-03-20,66323
2021-03-21,10733
2021-03-22,86300
2021-03-23,77682
2021-03-24,76745
2021-03-25,71267
2021-03-26,75849
2021-03-27,55616
2021-03-28,11457
2021-03-29,88205
2021-03-30,81036
2021-03-31,77630
2021-04-01,78727
2021-04-02,82913
2021-04-03,15601
2021-04-04,12151
2021-04-05,86962
2021-04-06,82085
2021-04-07,82398
2021-04-08,82875
2021-04-09,84360
2021-04-10,15077
2021-04-11,9930
2021-04-12,84703
2021-04-13,63650
2021-04-14,58483
2021-04-15,56229
2021-04-16,59318
2021-04-17,13550
2021-04-18,9271
2021-04-19,64609
2021-04-20,58232
2021-04-21,60458
2021-04-22,63112
2021-04-23,9893
2021-04-24,13394
2021-04-25,9069
2021-04-26,66352
2021-04-27,70418
2021-04-28,73494
2021-04-29,71291
2021-04-30,16479
2021-05-01,8077
2021-05-02,5402
2021-05-03,19139
2021-05-04,18308
2021-05-05,15996
2021-05-06,16395
2021-05-07,17072
2021-05-08,9404
2021-05-09,3920
2021-05-10,15651
2021-05-11,14093
2021-05-12,10122
2021-05-13,3244
2021-05-14,4872
2021-05-15,5326
2021-05-16,4375
2021-05-17,67336
2021-05-18,66669
2021-05-19,51188
2021-05-20,66815
2021-05-21,65226
2021-05-22,15214
2021-05-23,8760
2021-05-24,70088
2021-05-25,65427
2021-05-26,65348
2021-05-27,63889
2021-05-28,63861
2021-05-29,15240
2021-05-30,9669
2021-05-31,68303
2021-06-01,65864
2021-06-02,62621
2021-06-03,67518
2021-06-04,65074
2021-06-05,53200
2021-06-06,9730
2021-06-07,76676
2021-06-08,71436
2021-06-09,68024
2021-06-10,67446
2021-06-11,68324
2021-06-12,56674
2021-06-13,8692
2021-06-14,75702
2021-06-15,73167
2021-06-16,67968
2021-06-17,69971
2021-06-18,71103
2021-06-19,59805
2021-06-20,8674
2021-06-21,76178
2021-06-22,70688
2021-06-23,69542
2021-06-24,68420
2021-06-25,67957
2021-06-26,66486
2021-06-27,16656
2021-06-28,76353
2021-06-29,69647
2021-06-30,68430
